block,count,faction,seat,backend,treatment,score,winShare,firstProductiveProjectEra,productiveProjectEras,projectComputeGained,agiDeclared,capability,customers,trust,productions,report,reportSha256,outcomes,outcomesSha256
73,5,coalition_lab,0,weighted,infrastructure_plan_v1,26,1,3,2,6,True,9,3,5,4,evidence/studies/simulation/20260906T220048049Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-73-1x5-infrastructure-plan-v1-f579e2f9-83e7-4e73-ac8b-82e9f09d936b.json,sha256:0fc829f6619060e4a6aa4bfc39cc8cb5351579248df1c6bda0366d6570f4a24c,evidence/studies/simulation/20260906T220048049Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-73-1x5-infrastructure-plan-v1-f579e2f9-83e7-4e73-ac8b-82e9f09d936b-outcomes.json,sha256:eb5c81cbde9a2491dd801e28cecafb0823c14fdfd24cb78ac1bd1388382f7faa
73,5,coalition_lab,0,weighted,research_deploy_plan_v1,22,1,,0,0,False,12,3,6,4,evidence/studies/simulation/20260906T220048421Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-73-1x5-research-deploy-plan-v1-42267149-52a5-4ad5-88e6-0182a77def22.json,sha256:ca9a83cdf3588466756497aa6ba8505959c260ce61773731e8027d3e76bfa8d2,evidence/studies/simulation/20260906T220048421Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-73-1x5-research-deploy-plan-v1-42267149-52a5-4ad5-88e6-0182a77def22-outcomes.json,sha256:bfb4ac28ae067de9d528cbe7f04b7f749b54824c822498e88d43507b03d6eac3
74,5,platform_empire,0,greedy,infrastructure_plan_v1,28,1,3,2,6,True,12,3,4,4,evidence/studies/simulation/20260906T220048794Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-74-1x5-infrastructure-plan-v1-e4d5a445-408a-4d13-b0b2-5648a29f8ebe.json,sha256:0666d8a9d9eaeff963c9cd8980bbfecab0844784c1e63c7405c76f91b78101a7,evidence/studies/simulation/20260906T220048794Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-74-1x5-infrastructure-plan-v1-e4d5a445-408a-4d13-b0b2-5648a29f8ebe-outcomes.json,sha256:f1eedc8257151355d010f18a887e3029f408d7d7729bc9e1e8899a4f650f622a
74,5,platform_empire,0,greedy,research_deploy_plan_v1,18,0,,0,0,False,10,4,4,4,evidence/studies/simulation/20260906T220049157Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-74-1x5-research-deploy-plan-v1-48d91ecd-c4ca-4034-a674-59dc391b6059.json,sha256:49770e9d0f576b96c924c3863aaf76d52368ea1aa00e689416dfae3427a04444,evidence/studies/simulation/20260906T220049157Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-74-1x5-research-deploy-plan-v1-48d91ecd-c4ca-4034-a674-59dc391b6059-outcomes.json,sha256:9bab7eed09236c9752b58862b0461eb4ddc0e3bb723df4411b4d3a5438a59c4c
75,5,platform_empire,0,weighted,infrastructure_plan_v1,16,0,3,2,4,False,8,3,2,4,evidence/studies/simulation/20260906T220049576Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-75-1x5-infrastructure-plan-v1-324eb173-d1ed-4a9c-8ffa-a4b66963e793.json,sha256:29e1a9139fdb547b8086a9ea451c43c2ae15d5cd5de5b58a6505eadded0610a7,evidence/studies/simulation/20260906T220049576Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-75-1x5-infrastructure-plan-v1-324eb173-d1ed-4a9c-8ffa-a4b66963e793-outcomes.json,sha256:e81c4fa6e744443235c9e99f80c7ba6a0966adff15fa44fa20c09f97beb9ee26
75,5,platform_empire,0,weighted,research_deploy_plan_v1,21,1,,0,0,False,9,4,6,4,evidence/studies/simulation/20260906T220049970Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-75-1x5-research-deploy-plan-v1-f0aeca6e-d8ad-428e-8308-1566948de962.json,sha256:5acb33c2105694f7bfe906cc770bfcaa6723bb22d265977a77a9a52a83a8196b,evidence/studies/simulation/20260906T220049970Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-75-1x5-research-deploy-plan-v1-f0aeca6e-d8ad-428e-8308-1566948de962-outcomes.json,sha256:75ce80055e0d2ecca8e2c898ecf849746cd08345ec48fe3181a789ef61942d63
76,5,imperial_research_lab,0,greedy,infrastructure_plan_v1,26,1,3,2,6,True,9,3,6,4,evidence/studies/simulation/20260906T220050349Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-76-1x5-infrastructure-plan-v1-61da1061-21e5-49a3-be80-a7c6bfead371.json,sha256:3ad26868d997550ff9b7c79ece6be859516ad267221f94f2ac964277e53adce1,evidence/studies/simulation/20260906T220050349Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-76-1x5-infrastructure-plan-v1-61da1061-21e5-49a3-be80-a7c6bfead371-outcomes.json,sha256:def84ae7818141fa2e6ec1990a8afe6ba51e3b07479be2f3a2d1d1794013111e
76,5,imperial_research_lab,0,greedy,research_deploy_plan_v1,25,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220050706Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-76-1x5-research-deploy-plan-v1-2c5e85ec-a0bd-4351-a782-ec71d9863065.json,sha256:6076f3154ee4bb35a649590c0183ae84b06a74b87086b859390ecb2d8e63c5bc,evidence/studies/simulation/20260906T220050706Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-76-1x5-research-deploy-plan-v1-2c5e85ec-a0bd-4351-a782-ec71d9863065-outcomes.json,sha256:404a08f18adef0229fd0b2358b86da21be121938df50fbe37c10a5e3006de972
77,5,imperial_research_lab,0,weighted,infrastructure_plan_v1,21,1,3,2,4,False,10,2,0,4,evidence/studies/simulation/20260906T220051101Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-77-1x5-infrastructure-plan-v1-50e9f56b-60ef-46c9-8f03-8f4bdee9134b.json,sha256:4662773f8e1a26afdc37ffdbf55aa23ac6333db4d259c11699460853a173428e,evidence/studies/simulation/20260906T220051101Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-77-1x5-infrastructure-plan-v1-50e9f56b-60ef-46c9-8f03-8f4bdee9134b-outcomes.json,sha256:cd4f4802312de128242084f59d4f5d137ed7c48b4b67b9844a5461c6b45184ad
77,5,imperial_research_lab,0,weighted,research_deploy_plan_v1,20,1,,0,0,False,8,4,6,4,evidence/studies/simulation/20260906T220051475Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-77-1x5-research-deploy-plan-v1-bd311b12-4102-4627-9bc8-8377d021a043.json,sha256:84f1ef1cec460f18d23843d6e4bede10babec81ab9173a63f40b7e3d268bf34d,evidence/studies/simulation/20260906T220051475Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-77-1x5-research-deploy-plan-v1-bd311b12-4102-4627-9bc8-8377d021a043-outcomes.json,sha256:40135f11a1befca747fdd523f1245fd72d47ede46518abe9ce7bfe00a40d7527
78,5,vertical_empire,0,greedy,infrastructure_plan_v1,22,0,3,2,6,False,8,4,6,4,evidence/studies/simulation/20260906T220051859Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-78-1x5-infrastructure-plan-v1-30f0610b-781a-4952-b2ca-0058db0577c6.json,sha256:91cf1427a6fafb1a83b58611e4be5fa0c2ca52f5605b3f72e72d24de54f6d7cb,evidence/studies/simulation/20260906T220051859Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-78-1x5-infrastructure-plan-v1-30f0610b-781a-4952-b2ca-0058db0577c6-outcomes.json,sha256:bc6a1ba5061c3a40b63a651b74c3a8628ba9246d9a837d716133e8a954becb6b
78,5,vertical_empire,0,greedy,research_deploy_plan_v1,23,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220052240Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-78-1x5-research-deploy-plan-v1-072f2758-c949-40fa-b0b5-eb6e72addc74.json,sha256:1edd67cf6683d90fee73f73a7ea00c537465469b18ef5ca435a5c02f93062cc4,evidence/studies/simulation/20260906T220052240Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-78-1x5-research-deploy-plan-v1-072f2758-c949-40fa-b0b5-eb6e72addc74-outcomes.json,sha256:17926aa937abde62090553b367838165f672ee0100b5c106f49beffe4847e19a
79,5,vertical_empire,0,weighted,infrastructure_plan_v1,23,1,4,1,3,True,9,3,6,4,evidence/studies/simulation/20260906T220052643Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-79-1x5-infrastructure-plan-v1-3ba920c9-bfde-4f19-b848-7f33c3942181.json,sha256:18f24dc5c0bc141ccdc2ef2fd5b59f9457038421c456e54b01b95c9ec410499b,evidence/studies/simulation/20260906T220052643Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-79-1x5-infrastructure-plan-v1-3ba920c9-bfde-4f19-b848-7f33c3942181-outcomes.json,sha256:653e183664713588f329b06354d11a0fd80b41f7b3c00755449c750dd6adb7d0
79,5,vertical_empire,0,weighted,research_deploy_plan_v1,19,1,,0,0,False,11,4,5,4,evidence/studies/simulation/20260906T220053030Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-79-1x5-research-deploy-plan-v1-d0fd1d60-2101-4c7b-9f5f-f5a2a5689073.json,sha256:cbf49529190a284d9cd2b05400fb52072f38fca3e420c35bb802790a65361af0,evidence/studies/simulation/20260906T220053030Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-79-1x5-research-deploy-plan-v1-d0fd1d60-2101-4c7b-9f5f-f5a2a5689073-outcomes.json,sha256:aae45492d2b469860bc358a0fe10d7d39550866fc69e90fd493ff31d9cf03d74
80,5,safety_laboratory,0,greedy,infrastructure_plan_v1,29,1,3,2,6,True,10,4,6,4,evidence/studies/simulation/20260906T220053393Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-80-1x5-infrastructure-plan-v1-264eee28-a378-4179-8429-a9504df9a834.json,sha256:5c9418d67ee6d60a11968f7ad265eed70a15f96108824d35d750a47c540d48fe,evidence/studies/simulation/20260906T220053393Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-80-1x5-infrastructure-plan-v1-264eee28-a378-4179-8429-a9504df9a834-outcomes.json,sha256:a273c6f6ed5bc229cf17f7d62e8561e76515f4797ad43e0eece09afe5fdd7dc7
80,5,safety_laboratory,0,greedy,research_deploy_plan_v1,26,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220053750Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-80-1x5-research-deploy-plan-v1-8f29c111-9a71-473c-8001-06e239226ee1.json,sha256:98a8dc4cd681ae694d3c8c7566d76a466a23ceaf11c78ba38e74494d4526323a,evidence/studies/simulation/20260906T220053750Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-80-1x5-research-deploy-plan-v1-8f29c111-9a71-473c-8001-06e239226ee1-outcomes.json,sha256:9c38e5c6dcb78c38a02dd435096e3520d7398c6cb3d149f6b9d5ac62e3a257a0
81,5,safety_laboratory,0,weighted,infrastructure_plan_v1,17,0,4,1,3,False,8,3,6,4,evidence/studies/simulation/20260906T220054145Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-81-1x5-infrastructure-plan-v1-ca099794-2546-4ef3-9c7b-70ceff706110.json,sha256:02a4a16742bf240c951793bb0c3aa30353481c7ead32eacd0798f308d0d72de1,evidence/studies/simulation/20260906T220054145Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-81-1x5-infrastructure-plan-v1-ca099794-2546-4ef3-9c7b-70ceff706110-outcomes.json,sha256:69850b152b66c2c3cd6db21d632dab14923695ee070e51286756c54e000f9329
81,5,safety_laboratory,0,weighted,research_deploy_plan_v1,20,1,,0,0,False,9,4,6,4,evidence/studies/simulation/20260906T220054529Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-81-1x5-research-deploy-plan-v1-b3c2d84a-8f0d-465d-9ff5-e57dd9e55b54.json,sha256:f4dc552d78397f63391a6c8e0211586ba3f6ffe2c587ad204f75e149fa51ee36,evidence/studies/simulation/20260906T220054529Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-81-1x5-research-deploy-plan-v1-b3c2d84a-8f0d-465d-9ff5-e57dd9e55b54-outcomes.json,sha256:cd256e310d135325419db54480c669b1ecb9411603ea3fc0e66b5dc5c9d5e79b
82,5,foundry,0,greedy,infrastructure_plan_v1,34,1,3,2,4,True,12,4,6,4,evidence/studies/simulation/20260906T220054896Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-82-1x5-infrastructure-plan-v1-01937fbb-0912-4dcc-886e-c3b87f9f47eb.json,sha256:f34dc71b2abfca616e49a18d7c82276e3521095154e7fb8741856ec1ebe728f5,evidence/studies/simulation/20260906T220054896Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-82-1x5-infrastructure-plan-v1-01937fbb-0912-4dcc-886e-c3b87f9f47eb-outcomes.json,sha256:befd1bb2a038b2b92c9574bcf2d1f1067a30bea1c0255acb9c7c67d0316e7c30
82,5,foundry,0,greedy,research_deploy_plan_v1,27,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220055251Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-82-1x5-research-deploy-plan-v1-19acd0d1-5405-42b6-8a7a-04df48b16d2f.json,sha256:0f6f45457f18791f7733b703413b5d463cb0bc19b7c7e35cad9f8b00ec9afe32,evidence/studies/simulation/20260906T220055251Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-82-1x5-research-deploy-plan-v1-19acd0d1-5405-42b6-8a7a-04df48b16d2f-outcomes.json,sha256:38df201750e22c5dc7ce529cea92965fd57831f7f9cb0b571d8b36436975baef
83,5,foundry,0,weighted,infrastructure_plan_v1,25,1,3,2,6,True,10,1,4,4,evidence/studies/simulation/20260906T220055644Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-83-1x5-infrastructure-plan-v1-abcfdb0a-1610-41f1-9a6d-17cdaec7139a.json,sha256:df1e8459fac1e22c33fc71e03e907064c8e959b22a55deac6e02c0aa9eef3556,evidence/studies/simulation/20260906T220055644Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-83-1x5-infrastructure-plan-v1-abcfdb0a-1610-41f1-9a6d-17cdaec7139a-outcomes.json,sha256:52ffc46620be459e958e4e07229c34309923ef8ae9b5a262323f5d40d9ba5e01
83,5,foundry,0,weighted,research_deploy_plan_v1,18,0,,0,0,False,10,3,6,4,evidence/studies/simulation/20260906T220056020Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-83-1x5-research-deploy-plan-v1-6083e977-82de-485b-a2a7-17070598d574.json,sha256:18f89c4709966dd5a5ae51b9a51ce30f3a48e326cca8887fd7b3ceb903d7edeb,evidence/studies/simulation/20260906T220056020Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-83-1x5-research-deploy-plan-v1-6083e977-82de-485b-a2a7-17070598d574-outcomes.json,sha256:b56133a0006a64d3252dd7b3af8effb9f5bda24f9fba69bee6d1b1ec8a3321e3
